井号,年 月,层 位,有效厚度,生产天数,动液面(m),月产液,月产油(t),月产水(m3),累产油(10^4t),累产水(10^4m3)
3号井,200212,S2F2-S2F2,8.5,30.09,1497,180,180,,1.5541,0.0037
3号井,200301,S2F2-S2F2,8.5,30.14,,186,186,,1.5727,0.0037
3号井,200302,S2F2-S2F2,8.5,27.12,,249,249,,1.5976,0.0037
3号井,200303,S2F2-S2F2,8.5,30.12,,327,327,,1.6303,0.0037
3号井,200304,S2F2-S2F2,8.5,29.14,,380,380,,1.6683,0.0037
3号井,200305,S2F2-S2F2,8.5,30.12,,395,395,,1.7078,0.0037
3号井,200306,S2F2-S2F2,8.5,29.07,1467,304,304,,1.7382,0.0037
3号井,200307,S2F2-S2F2,8.5,30.18,,375,362,13,1.7744,0.005
3号井,200308,S2F2-S2F2,8.5,30.13,,390,349,41,1.8093,0.0091
3号井,200309,S2F2-S2F2,8.5,29.18,,262,198,64,1.8291,0.0155
3号井,200310,S2F2-S2F2,8.5,30.21,,288,182,106,1.8473,0.0261
3号井,200311,S2F2-S2F2,8.5,29.14,,250,194,56,1.8667,0.0317
3号井,200312,S2F2-S2F2,8.5,30.06,,266,203,63,1.887,0.038
3号井,200401,S2F2-S2F2,8.5,30.12,,301,231,70,1.9101,0.045
3号井,200402,S2F2-S2F2,8.5,28.12,,393,295,98,1.9396,0.0548
3号井,200403,S2F2-S2F2,8.5,27.21,,816,542,274,1.9938,0.0822
3号井,200404,S2F2-S2F2,8.5,30,,1330,864,466,2.0802,0.1288
3号井,200405,S2F2-S2F2,8.5,30.15,,1399,825,574,2.1627,0.1862
3号井,200406,S2F2-S2F2,8.5,29.13,,1262,649,613,2.2276,0.2475
3号井,200407,S2F2-S2F2,8.5,30.11,,1409,649,760,2.2925,0.3235
3号井,200408,S2F2-S2F2,8.5,31,,1424,569,855,2.3494,0.409
3号井,200409,S2F2-S2F2,8.5,29.2,,1368,523,845,2.4017,0.4935
3号井,200410,S2F2-S2F2,8.5,30.1,,1331,542,789,2.4559,0.5724
3号井,200411,S2F2-S2F2,8.5,29.17,,1237,540,697,2.5099,0.6421
3号井,200412,S2F2-S2F2,8.5,31,,1369,570,799,2.5669,0.722
3号井,200501,S2F2-S2F2,8.5,30.22,,1375,575,800,2.6244,0.802
3号井,200502,S2F2-S2F2,8.5,28,,1283,519,764,2.6763,0.8784
3号井,200503,S2F2-S2F2,8.5,31,1272,1445,598,847,2.7361,0.9631
3号井,200504,S2F2-S2F2,8.5,29.07,1348,1370,580,790,2.7941,1.0421
3号井,200505,S2F2-S2F2,8.5,30.18,1359,1470,641,829,2.8582,1.125
3号井,200506,S2F2-S2F2,8.5,30,1360,1360,601,759,2.9183,1.2009
3号井,200507,S2F2-S2F2,8.5,28.17,1644,2433,889,1544,3.0072,1.3553
3号井,200508,S2F2-S2F2,8.5,20.11,,1693,489,1204,3.0561,1.4757
3号井,200509,S2F2-S2F2,8.5,30,1291,2306,627,1679,3.1188,1.6436
3号井,200510,S2F2-S2F2,8.5,30.18,1384,2545,675,1870,3.1863,1.8306
3号井,200511,S2F2-S2F2,8.5,30,1456,2324,595,1729,3.2458,2.0035
3号井,200512,S2F2-S2F2,8.5,31,1447,2424,592,1832,3.305,2.1867
3号井,200601,S2F2-S2F2,8.5,31,1501,2351,507,1844,3.3557,2.3711
3号井,200602,S2F2-S2F2,8.5,28,1519,2097,431,1666,3.3988,2.5377
3号井,200603,S2F2-S2F2,8.5,31,1724,1925,424,1501,3.4412,2.6878
3号井,200604,S2F2-S2F2,8.5,30,1528,1735,354,1381,3.4766,2.8259
3号井,200605,S2F2-S2F2,11.5,25.22,1515,1655,286,1369,3.5052,2.9628
3号井,200606,S2F2-S2F2,11.5,29.2,1588,2401,416,1985,3.5468,3.1613
3号井,200607,S2F2-S2F2,11.5,30.17,1624,2533,386,2147,3.5854,3.376
3号井,200608,S2F2-S2F2,11.5,30.17,1561,2820,368,2452,3.6222,3.6212
3号井,200609,S2F2-S2F2,11.5,29.1,,2319,347,1972,3.6569,3.8184
3号井,200610,S2F2-S2F2,11.5,31,1660,2513,389,2124,3.6958,4.0308
3号井,200611,S2F2-S2F2,11.5,30,1480,2496,326,2170,3.7284,4.2478
3号井,200612,S2F2-S2F2,11.5,31,1446,2732,316,2416,3.76,4.4894
3号井,200701,S2F2-S2F2,11.5,31,1482,2829,321,2508,3.7921,4.7402
3号井,200702,S2F2-S2F2,11.5,28,1326,2574,299,2275,3.822,4.9677
3号井,200703,S2F2-S2F2,11.5,31,1344,2812,353,2459,3.8573,5.2136
3号井,200704,S2F2-S2F2,11.5,30,1338,2687,375,2312,3.8948,5.4448
3号井,200705,S2F2-S2F2,11.5,30.22,1366,2772,364,2408,3.9312,5.6856
3号井,200706,S2F2-S2F2,11.5,30,1376,2756,359,2397,3.9671,5.9253
3号井,200707,S2F2-S2F2,11.5,31,1286,2883,395,2488,4.0066,6.1741
3号井,200708,S2F2-S2F2,11.5,31,1370,2841,379,2462,4.0445,6.4203
3号井,200709,S2F2-S2F2,11.5,30,1333,2719,354,2365,4.0799,6.6568
3号井,200710,S2F2-S2F2,11.5,31,1324,2809,330,2479,4.1129,6.9047
3号井,200711,S2F2-S2F2,11.5,30,625,2564,299,2265,4.1428,7.1312
3号井,200712,S2F2-S2F2,11.5,31,,2616,308,2308,4.1736,7.362
3号井,200801,S2F2-S2F2,11.5,30.19,,2725,300,2425,4.2036,7.6045
3号井,200802,S2F2-S2F2,11.5,29,1431,2597,282,2315,4.2318,7.836
3号井,200803,S2F2-S2F2,11.5,31,1431,2725,290,2435,4.2608,8.0795
3号井,200804,S2F2-S2F2,11.5,30,1398,2606,261,2345,4.2869,8.314
3号井,200805,S2F2-S2F2,11.5,31,1614,2214,240,1974,4.3109,8.5114
3号井,200806,S2F2-S2F2,11.5,29.22,1510,1705,192,1513,4.3301,8.6627
3号井,200807,S2F2-S2F2,11.5,30.01,1465,1947,194,1753,4.3495,8.838
3号井,200808,S2F2-S2F2,11.5,31,1315,2016,179,1837,4.3674,9.0217
3号井,200809,S2F2-S2F2,11.5,30,1438,1984,200,1784,4.3874,9.2001
3号井,200810,S2F2-S2F2,11.5,30.2,1418,2056,199,1857,4.4073,9.3858
3号井,200811,S2F2-S2F2,11.5,30,1469,1903,197,1706,4.427,9.5564
3号井,200812,S2F2-S2F2,11.5,30.19,1438,1768,198,1570,4.4468,9.7134
3号井,200901,S2F2-S2F2,11.5,31,1434,1680,190,1490,4.4658,9.8624
3号井,200902,S2F2-S2F2,11.5,23.11,,1971,166,1805,4.4824,10.0429
3号井,200903,S2F2-S2F2,11.5,30.16,1333,2922,239,2683,4.5063,10.3112
3号井,200904,S2F2-S2F2,11.5,28.23,,2696,203,2493,4.5266,10.5605
3号井,200905,S2F2-S2F2,11.5,24.05,1418,2212,151,2061,4.5417,10.7666
3号井,200906,S2F2-S2F2,11.5,30,1482,2887,201,2686,4.5618,11.0352
3号井,200907,S2F2-S2F2,11.5,31,1845,2984,206,2778,4.5824,11.313
3号井,200908,S2F2-S2F2,11.5,31,1976,2804,215,2589,4.6039,11.5719
3号井,200909,S2F2-S2F2,11.5,30,2042,2632,182,2450,4.6221,11.8169
3号井,200910,S2F2-S2F2,11.5,31,1970,2852,194,2658,4.6415,12.0827
3号井,200911,S2F2-S2F2,11.5,18.23,1581,1702,110,1592,4.6525,12.2419
3号井,200912,S2F2-S2F2,11.5,30.11,,2925,204,2721,4.6729,12.514
3号井,201001,S2F2-S2F2,11.5,31,,3004,193,2811,4.6922,12.7951
3号井,201002,S2F2-S2F2,11.5,28,1457,2720,170,2550,4.7092,13.0501
3号井,201003,S2F2-S2F2,11.5,29.22,1451,2870,182,2688,4.7274,13.3189
3号井,201004,S2F2-S2F2,11.5,30,,2844,171,2673,4.7445,13.5862
3号井,201005,S2F2-S2F2,11.5,30.22,,3089,193,2896,4.7638,13.8758
3号井,201006,S2F2-S2F2,11.5,30,,3099,194,2905,4.7832,14.1663
3号井,201007,S2F2-S2F2,11.5,30.21,,3124,195,2929,4.8027,14.4592
3号井,201008,S2F2-S2F2,11.5,30.2,,3003,183,2820,4.821,14.7412
3号井,201009,S2F2-S2F2,11.5,30,1438,2992,164,2828,4.8374,15.024
3号井,201010,S2F2-S2F2,11.5,30.14,1391,3229,179,3050,4.8553,15.329
3号井,201011,S2F2-S2F2,11.5,30,1523,3279,189,3090,4.8742,15.638
3号井,201012,S2F2-S2F2,11.5,30.17,1547,3352,192,3160,4.8934,15.954
3号井,201101,S2F2-S2F2,11.5,31,1457,3490,190,3300,4.9124,16.284
3号井,201102,S2F2-S2F2,11.5,28,1414,3243,165,3078,4.9289,16.5918
3号井,201103,S2F2-S2F2,11.5,31,1234,3930,180,3750,4.9469,16.9668
3号井,201104,S2F2-S2F2,11.5,26.14,1169,3381,145,3236,4.9614,17.2904
3号井,201105,S2F2-S2F2,11.5,31,,3941,130,3811,4.9744,17.6715
3号井,201106,S2F2-S2F2,11.5,30,1144,3902,127,3775,4.9871,18.049
3号井,201107,S2F2-S2F2,11.5,28.23,1126,3644,126,3518,4.9997,18.4008
3号井,201108,S2F2-S2F2,11.5,27.11,1082,3472,83,3389,5.008,18.7397
3号井,201109,S2F2-S2F2,11.5,29.2,916,3626,131,3495,5.0211,19.0892
3号井,201110,S2F2-S2F2,11.5,31,1142,3731,132,3599,5.0343,19.4491
3号井,201111,S2F2-S2F2,11.5,29.21,,3559,134,3425,5.0477,19.7916
3号井,201112,S2F2-S2F2,11.5,31,1110,3761,137,3624,5.0614,20.154
3号井,201201,S2F2-S2F2,11.5,31,1092,3779,143,3636,5.0757,20.5176
3号井,201202,S2F2-S2F2,11.5,29,1136,3465,128,3337,5.0885,20.8513
3号井,201203,S2F2-S2F2,11.5,31,1169,3576,127,3449,5.1012,21.1962
3号井,201204,S2F2-S2F2,11.5,29.14,1186,3302,119,3183,5.1131,21.5145
3号井,201205,S2F2-S2F2,11.5,31,1266,3440,117,3323,5.1248,21.8468
3号井,201206,S2F2-S2F2,11.5,30,1296,3335,117,3218,5.1365,22.1686
3号井,201207,S2F2-S2F2,11.5,30.19,1227,3461,108,3353,5.1473,22.5039
3号井,201208,S2F2-S2F2,11.5,31,1258,3482,104,3378,5.1577,22.8417
3号井,201209,S2F2-S2F2,11.5,30,1205,3324,106,3218,5.1683,23.1635
3号井,201210,S2F2-S2F2,11.5,31,1213,3485,108,3377,5.1791,23.5012
3号井,201211,S2F2-S2F2,11.5,30,1185,3398,101,3297,5.1892,23.8309
3号井,201212,S2F2-S2F2,11.5,30.1,1160,3446,107,3339,5.1999,24.1648
3号井,201301,S2F2-S2F2,11.5,30.1,1117,3502,109,3393,5.2108,24.5041
3号井,201302,S2F2-S2F2,11.5,28,1099,3182,90,3092,5.2198,24.8133
3号井,201303,S2F2-S2F2,11.5,31,1086,3455,93,3362,5.2291,25.1495
3号井,201304,S2F2-S2F2,11.5,29.22,1093,3192,79,3113,5.237,25.4608
3号井,201305,S2F2-S2F2,11.5,31,1079,3343,80,3263,5.245,25.7871
3号井,201306,S2F2-S2F2,11.5,29.22,1045,3003,70,2933,5.252,26.0804
3号井,201307,S2F2-S2F2,11.5,30.16,1099,2973,73,2900,5.2593,26.3704
3号井,201308,S2F2-S2F2,11.5,30.17,1140,2781,70,2711,5.2663,26.6415
3号井,201309,S2F2-S2F2,11.5,30,1156,2610,64,2546,5.2727,26.8961
3号井,201310,S2F2-S2F2,11.5,31,1221,2638,62,2576,5.2789,27.1537
3号井,201311,S2F2-S2F2,11.5,29.15,1047,2599,61,2538,5.285,27.4075
3号井,201312,S2F2-S2F2,11.5,31,1047,2598,61,2537,5.2911,27.6612
3号井,201401,S2F2-S2F2,11.5,30.14,1031,2526,60,2466,5.2971,27.9078
3号井,201402,S2F2-S2F2,11.5,28,953,2308,54,2254,5.3025,28.1332
3号井,201403,S2F2-S2F2,11.5,31,975,2618,58,2560,5.3083,28.3892
3号井,201404,S2F2-S2F2,11.5,30,924,2502,55,2447,5.3138,28.6339
3号井,201405,S2F2-S2F2,11.5,31,911,2577,56,2521,5.3194,28.886
3号井,201406,S2F2-S2F2,11.5,29.17,815,2314,45,2269,5.3239,29.1129
3号井,201407,S2F2-S2F2,11.5,31,841,2207,37,2170,5.3276,29.3299
3号井,201408,S2F2-S2F2,11.5,31,842,2126,37,2089,5.3313,29.5388
3号井,201409,S2F2-S2F2,11.5,30,795,1954,36,1918,5.3349,29.7306
3号井,201410,S2F2-S2F2,11.5,26.21,1102,3931,67,3864,5.3416,30.117
3号井,201411,S2F2-S2F2,11.5,30,1143,4895,94,4801,5.351,30.5971
3号井,201412,S2F2-S2F2,11.5,30.2,1142,4907,96,4811,5.3606,31.0782
3号井,201501,S2F2-S2F2,11.5,31,1138,5066,103,4963,5.3709,31.5745
3号井,201502,S2F2-S2F2,11.5,27.19,1164,4532,94,4438,5.3803,32.0183
3号井,201503,S2F2-S2F2,11.5,28.1,1179,4628,89,4539,5.3892,32.4722
3号井,201504,S2F2-S2F2,11.5,29.16,1204,4956,86,4870,5.3978,32.9592
3号井,201505,S2F2-S2F2,11.5,31,1323,5177,91,5086,5.4069,33.4678
3号井,201506,S2F2-S2F2,11.5,29.15,1317,4946,84,4862,5.4153,33.954
3号井,201507,S2F2-S2F2,11.5,30.15,1324,5233,87,5146,5.424,34.4686
3号井,201508,S2F2-S2F2,11.5,30.17,1200,5200,84,5116,5.4324,34.9802
3号井,201509,S2F2-S2F2,11.5,30,1229,4746,81,4665,5.4405,35.4467
3号井,201510,S2F2-S2F2,11.5,31,1145,4995,82,4913,5.4487,35.938
3号井,201511,S2F2-S2F2,11.5,30,1108,5359,88,5271,5.4575,36.4651
3号井,201512,S2F2-S2F2,11.5,31,1089,5531,90,5441,5.4665,37.0092
3号井,201601,S2F2-S2F2,11.5,30.2,1123,5476,89,5387,5.4754,37.5479
3号井,201602,S2F2-S2F2,11.5,28.22,1090,5175,82,5093,5.4836,38.0572
3号井,201603,S2F2-S2F2,11.5,31,995,5570,88,5482,5.4924,38.6054
3号井,201604,S2F2-S2F2,11.5,29.05,1072,5241,74,5167,5.4998,39.1221
3号井,201605,S2F2-S2F2,11.5,31,1003,5611,75,5536,5.5073,39.6757
3号井,201606,S2F2-S2F2,11.5,30,956,5430,67,5363,5.514,40.212
3号井,201607,S2F2-S2F2,11.5,31,972,5611,75,5536,5.5215,40.7656
3号井,201608,S2F2-S2F2,11.5,31,962,5611,79,5532,5.5294,41.3188
3号井,201609,S2F2-S2F2,11.5,30,918,5430,72,5358,5.5366,41.8546
3号井,201610,S2F2-S2F2,11.5,30.18,912,5547,70,5477,5.5436,42.4023
3号井,201611,S2F2-S2F2,11.5,30,992,5430,63,5367,5.5499,42.939
3号井,201612,S2F2-S2F2,11.5,31,965,5611,68,5543,5.5567,43.4933
3号井,201701,S2F2-S2F2,11.5,31,971,5611,83,5528,5.565,44.0461
3号井,201702,S2F2-S2F2,11.5,28,983,5068,72,4996,5.5722,44.5457
3号井,201703,S2F2-S2F2,11.5,31,1055,5611,79,5532,5.5801,45.0989
3号井,201704,S2F2-S2F2,11.5,25.09,955,4278,47,4231,5.5848,45.522
3号井,201705,S2F2-S2F2,11.5,31,934,4969,60,4909,5.5908,46.0129
3号井,201706,S2F2-S2F2,11.5,30,933,4809,67,4742,5.5975,46.4871
3号井,201707,S2F2-S2F2,11.5,30.2,950,4902,65,4837,5.604,46.9708
3号井,201708,S2F2-S2F2,11.5,30.21,974,4937,61,4876,5.6101,47.4584
3号井,201709,S2F2-S2F2,11.5,30,967,4809,54,4755,5.6155,47.9339
3号井,201710,S2F2-S2F2,11.5,31,969,4969,58,4911,5.6213,48.425
3号井,201711,S2F2-S2F2,11.5,30,934,4809,59,4750,5.6272,48.9
3号井,201712,S2F2-S2F2,11.5,31,942,4955,57,4898,5.6329,49.3898
3号井,201801,S2F2-S2F2,11.5,31,1030,4969,56,4913,5.6385,49.8811
3号井,201802,S2F2-S2F2,11.5,28,1016,4488,49,4439,5.6434,50.325
3号井,201803,S2F2-S2F2,11.5,31,1011,4969,54,4915,5.6488,50.8165
3号井,201804,S2F2-S2F2,11.5,30,999,4809,58,4751,5.6546,51.2916
3号井,201805,S2F2-S2F2,11.5,30.23,970,4946,61,4885,5.6607,51.7801
3号井,201806,S2F2-S2F2,11.5,30,1017,4647,59,4588,5.6666,52.2389
3号井,201807,S2F2-S2F2,11.5,31,960,4804,56,4748,5.6722,52.7137
3号井,201808,S2F2-S2F2,11.5,4.08,951,660,7,653,5.6729,52.779
3号井,201809,S2F2-S2F2,11.5,,,0,,,5.6729,52.779
3号井,201810,S2F2-S2F2,11.5,,,0,,,5.6729,52.779
3号井,201811,S2F2-S2F2,11.5,16.13,1190,4130,27,4103,5.6756,53.1893
3号井,201812,S2F2-S2F2,11.5,30.22,1189,7677,59,7618,5.6815,53.9511
3号井,201901,S2F2-S2F2,11.5,31,1090,7750,75,7675,5.689,54.7186
3号井,201902,S2F2-S2F2,11.5,28,1070,7000,65,6935,5.6955,55.4121
3号井,201903,S2F2-S2F2,11.5,31,1113,7750,76,7674,5.7031,56.1795
3号井,201904,S2F2-S2F2,11.5,30,1136,7467,81,7386,5.7112,56.9181
3号井,201905,S2F2-S2F2,11.5,31,1151,7346,66,7280,5.7178,57.6461
3号井,201906,S2F2-S2F2,11.5,30,1211,6568,63,6505,5.7241,58.2966
3号井,201907,S2F2-S2F2,11.5,31,1199,6690,75,6615,5.7316,58.9581
3号井,201908,S2F2-S2F2,11.5,30.22,1188,6864,75,6789,5.7391,59.637
3号井,201909,S2F2-S2F2,11.5,30,1182,6770,76,6694,5.7467,60.3064
3号井,201910,S2F2-S2F2,11.5,31,1188,7154,73,7081,5.754,61.0145
3号井,201911,S2F2-S2F2,11.5,29.14,1275,6657,63,6594,5.7603,61.6739
3号井,201912,S2F2-S2F2,11.5,31,1138,7149,55,7094,5.7658,62.3833
3号井,202001,S2F2-S2F2,11.5,31,1123,7219,63,7156,5.7721,63.0989
3号井,202002,S2F2-S2F2,11.5,29,1107,6526,55,6471,5.7776,63.746
3号井,202003,S2F2-S2F2,11.5,31,1103,6681,51,6630,5.7827,64.409
3号井,202004,S2F2-S2F2,11.5,30,1047,6889,71,6818,5.7898,65.0908
3号井,202005,S2F2-S2F2,11.5,30.19,1159,7643,81,7562,5.7979,65.847
3号井,202006,S2F2-S2F2,11.5,30,1190,7616,72,7544,5.8051,66.6014
3号井,202007,S2F2-S2F2,11.5,31,1181,8108,63,8045,5.8114,67.4059
3号井,202008,S2F2-S2F2,11.5,31,1173,8115,64,8051,5.8178,68.211
3号井,202009,S2F2-S2F2,11.5,30,1119,7583,55,7528,5.8233,68.9638
3号井,202010,S2F2-S2F2,11.5,30.22,1157,7977,49,7928,5.8282,69.7566
3号井,202011,S2F2-S2F2,11.5,30,978,7643,46,7597,5.8328,70.5163
3号井,202012,S2F2-S2F2,11.5,31,998,7367,50,7317,5.8378,71.248
3号井,202101,S2F2-S2F2,11.5,31,1069,7154,62,7092,5.844,71.9572
3号井,202102,S2F2-S2F2,11.5,28,1142,6587,71,6516,5.8511,72.6088
3号井,202103,S2F2-S2F2,11.5,31,1179,7022,78,6944,5.8589,73.3032
3号井,202104,S2F2-S2F2,11.5,30,1131,6861,85,6776,5.8674,73.9808
3号井,202105,S2F2-S2F2,11.5,31,1148,7166,77,7089,5.8751,74.6897
3号井,202106,S2F2-S2F2,11.5,30,1155,6614,69,6545,5.882,75.3442
3号井,202107,S2F2-S2F2,11.5,30.22,1149,6714,65,6649,5.8885,76.0091
3号井,202108,S2F2-S2F2,11.5,31,1231,7065,72,6993,5.8957,76.7084
3号井,202109,S2F2-S2F2,11.5,29.2,1186,7134,79,7055,5.9036,77.4139
3号井,202110,S2F2-S2F2,11.5,31,1209,7244,82,7162,5.9118,78.1301
3号井,202111,S2F2-S2F2,11.5,30,1194,7211,79,7132,5.9197,78.8433
3号井,202112,S2F2-S2F2,11.5,31,1147,7588,85,7503,5.9282,79.5936
4号井,200104,S2F3-S2F3,9,12,,192,73,119,0.0073,0.0119
4号井,200105,S2F3-S2F4,2,26.04,,297,151,146,0.0224,0.0265
4号井,200106,S2F3-S2F4,2,29.13,,617,251,366,0.0475,0.0631
4号井,200107,S2F3-S2F4,2,30.13,,690,149,541,0.0624,0.1172
4号井,200108,S2F3-S2F4,2,30.21,,695,100,595,0.0724,0.1767
4号井,200109,S2F2-S2F2,14.4,24.14,,648,63,585,0.0787,0.2352
4号井,200110,S2F2-S2F2,14.4,30.21,,877,78,799,0.0865,0.3151
4号井,200111,S2F2-S2F2,14.4,30,,874,128,746,0.0993,0.3897
4号井,200112,S2F2-S2F2,14.4,30.21,,931,176,755,0.1169,0.4652
4号井,200201,S2F2-S2F2,14.4,30.21,,1223,123,1100,0.1292,0.5752
4号井,200202,S2F2-S2F2,14.4,3.06,,129,16,113,0.1308,0.5865
5号井,200005,S2F4-S2F4,11.5,11.21,806,404,349,55,0.0349,0.0055
5号井,200006,S2F4-S2F4,11.5,29.21,886,921,920,1,0.1269,0.0056
5号井,200007,S2F4-S2F4,11.5,30.22,907,958,957,1,0.2226,0.0057
5号井,200008,S2F4-S2F4,11.5,30.21,913,747,747,,0.2973,0.0057
5号井,200009,S2F4-S2F4,11.5,29.16,955,641,641,,0.3614,0.0057
5号井,200010,S2F4-S2F4,11.5,30.19,919,912,912,,0.4526,0.0057
5号井,200011,S2F3-S2F3,11.5,29.21,940,1075,1075,,0.5601,0.0057
5号井,200012,S2F3-S2F3,11.5,30.21,1019,968,968,,0.6569,0.0057
5号井,200101,S2F3-S2F3,11.5,30.18,1002,894,894,,0.7463,0.0057
5号井,200102,S2F3-S2F3,11.5,27.12,1019,781,781,,0.8244,0.0057
5号井,200103,S2F3-S2F3,11.5,30.08,1019,763,763,,0.9007,0.0057
5号井,200104,S2F3-S2F3,11.5,29.11,1058,687,687,,0.9694,0.0057
5号井,200105,S2F3-S2F3,11.5,30.21,1117,679,679,,1.0373,0.0057
5号井,200106,S2F3-S2F3,11.5,29.21,1135,582,582,,1.0955,0.0057
5号井,200107,S2F3-S2F3,11.5,30.21,1173,417,417,,1.1372,0.0057
5号井,200108,S2F3-S2F3,11.5,28.22,1202,249,249,,1.1621,0.0057
5号井,200109,S2F2-S2F2,6,19.04,1323,332,315,17,1.1936,0.0074
5号井,200110,S2F2-S2F2,6,30.14,,662,662,,1.2598,0.0074
5号井,200111,S2F2-S2F2,6,29.21,1260,713,713,,1.3311,0.0074
5号井,200112,S2F2-S2F2,6,30.21,1198,816,816,,1.4127,0.0074
5号井,200201,S2F2-S2F2,6,30.17,1210,753,753,,1.488,0.0074
5号井,200202,S2F2-S2F2,6,27.21,,801,801,,1.5681,0.0074
5号井,200203,S2F2-S2F2,6,30.21,1206,838,838,,1.6519,0.0074
5号井,200204,S2F2-S2F2,6,29.06,1207,794,794,,1.7313,0.0074
5号井,200205,S2F2-S2F2,6,30.19,1204,846,846,,1.8159,0.0074
5号井,200206,S2F2-S2F2,6,29.21,1160,938,938,,1.9097,0.0074
5号井,200207,S2F2-S2F2,6,30.11,,990,990,,2.0087,0.0074
5号井,200208,S2F2-S2F2,6,30.21,1087,949,949,,2.1036,0.0074
5号井,200209,S2F2-S2F2,6,29.19,,872,872,,2.1908,0.0074
5号井,200210,S2F2-S2F2,6,30.21,1082,938,938,,2.2846,0.0074
5号井,200211,S2F2-S2F2,6,29.21,1090,956,956,,2.3802,0.0074
5号井,200212,S2F2-S2F2,6,30.21,1107,1011,1011,,2.4813,0.0074
5号井,200301,S2F2-S2F2,6,30.21,,1027,1027,,2.584,0.0074
5号井,200302,S2F2-S2F2,6,27.21,,971,966,5,2.6806,0.0079
5号井,200303,S2F2-S2F2,6,30.21,,1053,1033,20,2.7839,0.0099
5号井,200304,S2F2-S2F2,6,29.2,,1038,971,67,2.881,0.0166
5号井,200305,S2F2-S2F2,6,30.17,,1344,1184,160,2.9994,0.0326
5号井,200306,S2F2-S2F2,6,29.21,1174,1304,1090,214,3.1084,0.054
5号井,200307,S2F2-S2F2,6,30.21,,1367,1101,266,3.2185,0.0806
5号井,200308,S2F2-S2F2,6,30.17,1145,1359,1058,301,3.3243,0.1107
5号井,200309,S2F2-S2F2,6,29.11,1931,1104,819,285,3.4062,0.1392
5号井,200310,S2F2-S2F2,6,28.18,1148,1129,759,370,3.4821,0.1762
5号井,200311,S2F2-S2F2,6,29.21,1061,1174,852,322,3.5673,0.2084
5号井,200312,S2F2-S2F2,6,30.21,,1214,866,348,3.6539,0.2432
5号井,200401,S2F2-S2F2,6,30.21,,1214,825,389,3.7364,0.2821
5号井,200402,S2F2-S2F2,6,28.21,1088,1135,764,371,3.8128,0.3192
5号井,200403,S2F2-S2F2,6,30.21,,1214,772,442,3.89,0.3634
5号井,200404,S2F2-S2F2,6,29.21,1079,1144,656,488,3.9556,0.4122
5号井,200405,S2F2-S2F2,6,29.09,1117,1077,638,439,4.0194,0.4561
5号井,200406,S2F2-S2F2,6,29.21,1081,1111,687,424,4.0881,0.4985
5号井,200407,S2F2-S2F2,6,23.12,1198,930,517,413,4.1398,0.5398
5号井,200408,S2F2-S2F2,6,30.21,,1314,742,572,4.214,0.597
5号井,200409,S2F2-S2F2,6,30,973,1359,633,726,4.2773,0.6696
5号井,200410,S2F2-S2F2,6,31,,1428,661,767,4.3434,0.7463
5号井,200411,S2F2-S2F2,6,22.16,1118,1048,463,585,4.3897,0.8048
5号井,200412,S2F2-S2F2,6,28.06,1117,1556,607,949,4.4504,0.8997
5号井,200501,S2F2-S2F2,6,30.22,940,1766,769,997,4.5273,0.9994
5号井,200502,S2F2-S2F2,6,27.22,891,1425,556,869,4.5829,1.0863
5号井,200503,S2F2-S2F2,6,30.13,940,1821,727,1094,4.6556,1.1957
5号井,200504,S2F2-S2F2,6,29.04,984,1649,677,972,4.7233,1.2929
5号井,200505,S2F2-S2F2,6,30.19,969,1813,705,1108,4.7938,1.4037
5号井,200506,S2F2-S2F2,6,29.05,1004,1706,635,1071,4.8573,1.5108
5号井,200507,S2F2-S2F2,6,30.15,944,1608,592,1016,4.9165,1.6124
5号井,200508,S2F2-S2F2,6,30.18,,1701,564,1137,4.9729,1.7261
5号井,200509,S2F2-S2F2,6,30,992,1572,551,1021,5.028,1.8282
5号井,200510,S2F2-S2F2,6,28.12,1015,4226,852,3374,5.1132,2.1656
5号井,200511,S2F2-S2F2,6,30,1072,6327,1314,5013,5.2446,2.6669
5号井,200512,S2F2-S2F2,6,31,1328,6579,1497,5082,5.3943,3.1751
5号井,200601,S2F2-S2F2,6,31,1058,6506,1399,5107,5.5342,3.6858
5号井,200602,S2F2-S2F2,6,28,1285,5853,1238,4615,5.658,4.1473
5号井,200603,S2F2-S2F2,6,31,1391,5342,1232,4110,5.7812,4.5583
5号井,200604,S2F2-S2F2,6,29.2,1423,5337,1197,4140,5.9009,4.9723
5号井,200605,S2F2-S2F2,6,30.18,1462,5081,1103,3978,6.0112,5.3701
5号井,200606,S2F2-S2F2,6,29.11,1087,4915,1050,3865,6.1162,5.7566
5号井,200607,S2F2-S2F2,6,31,978,5242,940,4302,6.2102,6.1868
5号井,200608,S2F2-S2F2,6,23.09,1626,3924,691,3233,6.2793,6.5101
5号井,200609,S2F2-S2F2,6,14.14,,2395,275,2120,6.3068,6.7221
5号井,200610,S2F2-S2F2,6,26.04,1109,3975,482,3493,6.355,7.0714
5号井,200611,S2F2-S2F2,6,30,712,4974,650,4324,6.42,7.5038
5号井,200612,S2F2-S2F2,6,31,679,5212,685,4527,6.4885,7.9565
5号井,200701,S2F2-S2F2,6,31,676,5443,678,4765,6.5563,8.433
5号井,200702,S2F2-S2F2,6,28,608,4851,662,4189,6.6225,8.8519
