¾®ºÅ,Äê ÔÂ,²ã Î»,É° ºñ,Éú²úÌìÊý,ÈÕ×¢ÄÜÁ¦(m3),¸ÉÑ¹(Mpa),ÓÍÑ¹(Mpa),Ì×Ñ¹(Mpa),ÔÂ×¢Ë®(m3),Äê×¢Ë®(10^4m3),ÀÛ×¢Ë®(10^4m3)
4ºÅ¾®,200208,S2F2S2F-S2F2,14.4,30.12,80,11.5,10.5,11.5,2442,1.3966,1.3966
4ºÅ¾®,200209,S2F2S2F-S2F2,14.4,29.14,81,11,10,11,2404,1.637,1.637
4ºÅ¾®,200210,S2F2S2F-S2F2,14.4,30.13,77,11.9,10.9,11.9,2347,1.8717,1.8717
4ºÅ¾®,200211,S2F2S2F-S2F2,14.4,29.23,90,11.3,10.3,11.3,2691,2.1408,2.1408
4ºÅ¾®,200212,S2F2S2F-S2F2,14.4,30.22,90,12.4,10.9,11.4,2775,2.4183,2.4183
4ºÅ¾®,200301,S2F2S2F-S2F2,14.4,31,88,12.2,9.7,10.2,2731,0.2731,2.6914
4ºÅ¾®,200302,S2F2S2F-S2F2,14.4,28,91,11.8,9.6,10.1,2546,0.5277,2.946
4ºÅ¾®,200303,S2F2S2F-S2F2,14.4,31,91,12.5,9.3,9.8,2816,0.8093,3.2276
4ºÅ¾®,200304,S2F2S2F-S2F2,14.4,29.15,93,12,9.2,9.7,2756,1.0849,3.5032
4ºÅ¾®,200305,S2F2S2F-S2F2,14.4,30.2,92,12,9.4,9.9,2836,1.3685,3.7868
4ºÅ¾®,200306,S2F2S2F-S2F2,14.4,22.22,91,12.5,9.2,10.5,2085,1.577,3.9953
4ºÅ¾®,200307,S2F2S2F-S2F2,14.4,30.13,147,13.6,12.3,13.6,4490,2.026,4.4443
4ºÅ¾®,200308,S2F2S2F-S2F2,14.4,31,159,12.7,11.4,12.7,4934,2.5194,4.9377
4ºÅ¾®,200309,S2F2S2F-S2F2,14.4,29.21,161,12.7,11.4,12.7,4812,3.0006,5.4189
4ºÅ¾®,200310,S2F2S2F-S2F2,14.4,28,81,11.2,7.2,8.5,2268,3.2274,5.6457
4ºÅ¾®,200311,S2F2S2F-S2F2,14.4,30,54,12.5,8.3,9.6,1631,3.3905,5.8088
4ºÅ¾®,200312,S2F2S2F-S2F2,14.4,30.12,57,12.4,9.3,10.6,1742,3.5647,5.983
4ºÅ¾®,200401,S2F2S2F-S2F2,14.4,31,55,11.2,7.7,9,1711,0.1711,6.1541
4ºÅ¾®,200402,S2F2S2F-S2F2,14.4,28.21,55,12.3,8.5,9.8,1597,0.3308,6.3138
4ºÅ¾®,200403,S2F2S2F-S2F2,14.4,30.17,54,12.8,7.3,8.6,1647,0.4955,6.4785
4ºÅ¾®,200404,S2F2S2F-S2F2,14.4,29.02,58,13,7.2,8.5,1694,0.6649,6.6479
4ºÅ¾®,200405,S2F2S2F-S2F2,14.4,30.12,56,13.1,7.7,9,1722,0.8371,6.8201
4ºÅ¾®,200406,S2F2S2F-S2F2,14.4,29.16,57,13.8,7.7,9,1681,1.0052,6.9882
4ºÅ¾®,200407,S2F2S2F-S2F2,14.4,31,59,12.6,8.2,9.5,1831,1.1883,7.1713
4ºÅ¾®,200408,S2F2S2F-S2F2,14.4,30.21,76,12.6,8.7,9.7,2353,1.4236,7.4066
4ºÅ¾®,200409,S2F2S2F-S2F2,14.4,29.2,98,12.5,9.7,10.5,2918,1.7154,7.6984
4ºÅ¾®,200410,S2F2S2F-S2F2,14.4,30.22,57,13.3,7,7.8,1777,1.8931,7.8761
4ºÅ¾®,200411,S2F2S2F-S2F2,14.4,29.2,93,13,7,7.8,2780,2.1711,8.1541
4ºÅ¾®,200412,S2F2S2F-S2F2,14.4,31,162,11.7,8.9,9.7,5020,2.6731,8.6561
4ºÅ¾®,200501,S2F2S2F-S2F2,14.4,30.2,180,12.5,10,11,5565,0.5565,9.2126
4ºÅ¾®,200502,S2F2S2F-S2F2,14.4,27.07,168,12.3,9.6,10.5,4572,1.0137,9.6698
4ºÅ¾®,200503,S2F2S2F-S2F2,14.4,31,168,12.5,8.7,9.7,5212,1.5349,10.191
4ºÅ¾®,200504,S2F2S2F-S2F2,14.4,29.15,133,12.4,6.7,7.7,3952,1.9301,10.5862
4ºÅ¾®,200505,S2F2S2F-S2F2,14.4,30.11,224,12,10.2,11.5,6822,2.6123,11.2684
4ºÅ¾®,200506,S2F2S2F-S2F2,14.4,29.23,223,12.1,11.1,12.1,6680,3.2803,11.9364
4ºÅ¾®,200507,S2F2S2F-S2F2,14.4,28.02,240,12.6,11.1,11.7,6746,3.9549,12.611
4ºÅ¾®,200508,S2F2S2F-S2F2,14.4,30.16,272,12.4,11.8,12.4,8341,4.789,13.4451
4ºÅ¾®,200509,S2F2S2F-S2F2,14.4,30,271,12.8,12.1,12.8,8130,5.602,14.2581
4ºÅ¾®,200510,S2F2S2F-S2F2,14.4,30.11,230,13.1,11,11.5,7017,6.3037,14.9598
4ºÅ¾®,200511,S2F2S2F-S2F2,14.4,29.16,291,13.1,11.2,11.5,8642,7.1679,15.824
4ºÅ¾®,200512,S2F2S2F-S2F2,14.4,30.16,341,12.7,12,12.4,10467,8.2146,16.8707
4ºÅ¾®,200601,S2F2S2F-S2F2,14.4,30.21,347,12.8,11.6,11.2,10701,1.0701,17.9408
4ºÅ¾®,200602,S2F2-S2F2,14.4,18.23,348,12.1,10.5,10,6605,1.7306,18.6013
4ºÅ¾®,200603,S2F2-S2F2,14.4,30.17,269,11.7,8.2,7.7,8255,2.5561,19.4268
4ºÅ¾®,200604,S2F2-S2F2,14.4,29.15,251,12,10.3,9.8,7424,3.2985,20.1692
4ºÅ¾®,200605,S2F2-S2F2,14.4,31,275,12.5,9.8,8.9,8518,4.1503,21.021
4ºÅ¾®,200606,S2F2-S2F2,14.4,30,342,13,11,10,10256,5.1759,22.0466
4ºÅ¾®,200607,S2F2-S2F2,14.4,30.23,329,13,10,9.1,10192,6.1951,23.0658
4ºÅ¾®,200608,S2F2-S2F2,14.4,31,307,13.2,9.6,8.7,9527,7.1478,24.0185
4ºÅ¾®,200609,S2F2-S2F2,14.4,22.09,304,,,,6797,7.8275,24.6982
4ºÅ¾®,200610,S2F2-S2F2,14.4,26.18,305,13,10.2,10.1,8169,8.6444,25.5151
4ºÅ¾®,200611,S2F2-S2F2,14.4,26.11,219,,,,5786,9.223,26.0937
4ºÅ¾®,200612,S2F2-S2F2,14.4,28.15,340,12.6,11.7,11.6,9741,10.1971,27.0678
4ºÅ¾®,200701,S2F2-S2F2,14.4,30.18,334,12.5,11,10.9,10271,1.0271,28.0949
4ºÅ¾®,200702,S2F2-S2F2,14.4,28,327,12.5,11.6,11.5,9164,1.9435,29.0113
4ºÅ¾®,200703,S2F2-S2F2,14.4,30.13,342,13,11.6,11.5,10458,2.9893,30.0571
4ºÅ¾®,200704,S2F2-S2F2,14.4,29.21,337,13,12,11.8,10068,3.9961,31.0639
4ºÅ¾®,200705,S2F2-S2F2,14.4,31,333,13.5,11.6,11.4,10308,5.0269,32.0947
4ºÅ¾®,200706,S2F2-S2F2,14.4,29.15,347,13,12.5,12.3,10282,6.0551,33.1229
4ºÅ¾®,200707,S2F2-S2F2,14.4,31,345,13,12.3,12.2,10684,7.1235,34.1913
4ºÅ¾®,200708,S2F2-S2F2,14.4,31,337,13,11.7,11.6,10438,8.1673,35.2351
4ºÅ¾®,200709,S2F2-S2F2,14.4,29.22,336,12.7,12,11.9,10055,9.1728,36.2406
4ºÅ¾®,200710,S2F2-S2F2,14.4,30.2,335,13.2,12.5,12.3,10318,10.2046,37.2724
4ºÅ¾®,200711,S2F2-S2F2,14.4,29.21,329,12.5,11,10.9,9835,11.1881,38.2559
4ºÅ¾®,200712,S2F2-S2F2,14.4,31,347,12.8,12.3,12.2,10752,12.2633,39.3311
4ºÅ¾®,200801,S2F2-S2F2,14.4,30.22,335,12.9,10.5,10.3,10364,1.0364,40.3675
4ºÅ¾®,200802,S2F2-S2F2,14.4,28.19,326,12.7,10.2,10,9390,1.9754,41.3065
4ºÅ¾®,200803,S2F2-S2F2,14.4,31,335,12.6,11.2,11,10399,3.0153,42.3464
4ºÅ¾®,200804,S2F2-S2F2,14.4,29.22,348,12.6,11,10.9,10413,4.0566,43.3877
4ºÅ¾®,200805,S2F2-S2F2,14.4,31,374,13.1,9.8,9.4,11579,5.2145,44.5456
4ºÅ¾®,200806,S2F2-S2F2,14.4,29.19,386,12.8,9.9,9.8,11492,6.3637,45.6948
4ºÅ¾®,200807,S2F2-S2F2,14.4,31,353,12.6,9.3,9.2,10946,7.4583,46.7894
4ºÅ¾®,200808,S2F2-S2F2,14.4,31,355,13.9,9.5,9.4,10997,8.558,47.8891
4ºÅ¾®,200809,S2F2-S2F2,14.4,29.22,344,13,9.8,9.7,10295,9.5875,48.9186
4ºÅ¾®,200810,S2F2-S2F2,14.4,30.22,344,13.1,8.4,8.3,10639,10.6514,49.9825
4ºÅ¾®,200811,S2F2-S2F2,14.4,29.23,342,13,9.9,9.8,10244,11.6758,51.0069
4ºÅ¾®,200812,S2F2-S2F2,14.4,30.21,344,12.8,10.1,10,10616,12.7374,52.0685
4ºÅ¾®,200901,S2F2-S2F2,14.4,30.19,333,12.9,10,9.9,10259,1.0259,53.0944
4ºÅ¾®,200902,S2F2-S2F2,14.4,27.23,339,13.3,10.2,10.1,9474,1.9733,54.0418
4ºÅ¾®,200903,S2F2-S2F2,14.4,31,345,13.4,10.1,10,10698,3.0431,55.1116
4ºÅ¾®,200904,S2F2-S2F2,14.4,29.21,346,12.5,10.3,10.2,10348,4.0779,56.1464
4ºÅ¾®,200905,S2F2-S2F2,14.4,30.09,365,12.8,10.3,10.2,11075,5.1854,57.2539
4ºÅ¾®,200906,S2F2-S2F2,14.4,29.21,363,13.1,11.3,11.2,10839,6.2693,58.3378
4ºÅ¾®,200907,S2F2-S2F2,14.4,30.12,373,11.5,10.5,10.4,11375,7.4068,59.4753
4ºÅ¾®,200908,S2F2-S2F2,14.4,30.15,370,12.2,10.9,10.8,11339,8.5407,60.6092
4ºÅ¾®,200909,S2F2-S2F2,14.4,30,347,11.5,10.5,10.4,10408,9.5815,61.65
4ºÅ¾®,200910,S2F2-S2F2,14.4,30.08,368,12.1,10,9.9,11148,10.6963,62.7648
4ºÅ¾®,200911,S2F2-S2F2,14.4,29.17,324,11.7,10.8,10.7,9634,11.6597,63.7282
4ºÅ¾®,200912,S2F2-S2F2,14.4,29.04,318,12.6,11.2,11.1,9268,12.5865,64.655
4ºÅ¾®,201001,S2F2-S2F2,14.4,29.21,375,13.1,9.7,9.6,11189,1.1189,65.7739
4ºÅ¾®,201002,S2F2-S2F2,14.4,27.16,341,13,8.7,8.6,9442,2.0631,66.7181
4ºÅ¾®,201003,S2F2-S2F2,14.4,30.14,358,13.5,9.3,9.2,10935,3.1566,67.8116
4ºÅ¾®,201004,S2F2-S2F2,14.4,30,377,13.4,9.9,9.8,11309,4.2875,68.9425
4ºÅ¾®,201005,S2F2-S2F2,14.4,31,373,13.4,10.1,10,11559,5.4434,70.0984
4ºÅ¾®,201006,S2F2-S2F2,14.4,30,385,13.8,10.4,10.3,11553,6.5987,71.2537
4ºÅ¾®,201007,S2F2-S2F2,14.4,30.15,320,13.5,8.9,8.8,9785,7.5772,72.2322
4ºÅ¾®,201008,S2F2-S2F2,14.4,29.21,349,13.7,10.4,10.3,10436,8.6208,73.2758
4ºÅ¾®,201009,S2F2-S2F2,14.4,29.14,315,13.5,9.9,9.8,9313,9.5521,74.2071
4ºÅ¾®,201010,S2F2-S2F2,14.4,30.14,312,13.5,8.7,8.6,9539,10.506,75.161
4ºÅ¾®,201011,S2F2-S2F2,14.4,29.06,243,13.1,8.3,8.2,7114,11.2174,75.8724
4ºÅ¾®,201012,S2F2-S2F2,14.4,27.04,147,13.3,13.3,13.2,4002,11.6176,76.2726
4ºÅ¾®,201101,S2F2-S2F2,14.4,29.07,374,13.1,8.9,8.8,10952,1.0952,77.3678
4ºÅ¾®,201102,S2F2-S2F2,14.4,28,373,13,9.9,9.8,10452,2.1404,78.413
4ºÅ¾®,201103,S2F2-S2F2,14.4,30.17,303,12.8,12.8,12.8,9300,3.0704,79.343
4ºÅ¾®,201104,S2F2-S2F2,14.4,23.22,352,12.4,5.7,4.7,8419,3.9123,80.1849
4ºÅ¾®,201105,S2F2-S2F2,14.4,31,359,12,8.2,8.1,11122,5.0245,81.2971
4ºÅ¾®,201106,S2F2-S2F2,14.4,30,369,12.7,8.4,8.3,11082,6.1327,82.4053
4ºÅ¾®,201107,S2F2-S2F2,14.4,30.23,378,13.1,8.3,8.2,11701,7.3028,83.5754
4ºÅ¾®,201108,S2F2-S2F2,14.4,31,329,13,7.1,7,10198,8.3226,84.5952
4ºÅ¾®,201109,S2F2-S2F2,14.4,30,331,12.7,7.4,7.3,9915,9.3141,85.5867
4ºÅ¾®,201110,S2F2-S2F2,14.4,31,349,13,8.6,8.5,10810,10.3951,86.6677
4ºÅ¾®,201111,S2F2-S2F2,14.4,30,305,12.4,7.8,7.7,9152,11.3103,87.5829
4ºÅ¾®,201112,S2F2-S2F2,14.4,30.17,278,13,7.6,7.5,8525,12.1628,88.4354
4ºÅ¾®,201201,S2F2-S2F2,14.4,31,275,12.8,6.9,6.8,8522,0.8522,89.2876
4ºÅ¾®,201202,S2F2-S2F2,14.4,28.18,357,13,7.4,7.3,10261,1.8783,90.3137
4ºÅ¾®,201203,S2F2-S2F2,14.4,30.16,256,12.7,7.4,7.3,7839,2.6622,91.0976
4ºÅ¾®,201204,S2F2-S2F2,14.4,30,275,12.9,8,7,8245,3.4867,91.9221
4ºÅ¾®,201205,S2F2-S2F2,14.4,30.13,296,13.1,8,7.9,9026,4.3893,92.8247
4ºÅ¾®,201206,S2F2-S2F2,14.4,30,316,13.2,8.4,8.3,9470,5.3363,93.7717
4ºÅ¾®,201207,S2F2-S2F2,14.4,31,288,13.4,6.4,6.3,8915,6.2278,94.6632
4ºÅ¾®,201208,S2F2-S2F2,14.4,31,237,13.5,8.8,8.7,7333,6.9611,95.3965
4ºÅ¾®,201209,S2F2-S2F2,14.4,30,323,13.4,8.9,8.8,9701,7.9312,96.3666
4ºÅ¾®,201210,S2F2-S2F2,14.4,30.19,334,13,9.2,9.1,10277,8.9589,97.3943
4ºÅ¾®,201211,S2F2-S2F2,14.4,29.16,340,12.9,8.3,8.2,10081,9.967,98.4024
4ºÅ¾®,201212,S2F2-S2F2,14.4,30.16,341,12.4,8,7.9,10459,11.0129,99.4483
4ºÅ¾®,201301,S2F2-S2F2,14.4,31,330,12.4,8.4,8.3,10235,1.0235,100.4718
4ºÅ¾®,201302,S2F2-S2F2,14.4,27.18,321,12.8,8.6,8.5,8896,1.9131,101.3614
4ºÅ¾®,201303,S2F2-S2F2,14.4,31,341,12.5,8,7.9,10566,2.9697,102.418
4ºÅ¾®,201304,S2F2-S2F2,14.4,30,327,13,7.8,7.7,9812,3.9509,103.3992
4ºÅ¾®,201305,S2F2-S2F2,14.4,30.22,326,13.1,8.5,8.4,10072,4.9581,104.4064
4ºÅ¾®,201306,S2F2-S2F2,14.4,30,324,13.2,8.6,8.5,9733,5.9314,105.3797
4ºÅ¾®,201307,S2F2-S2F2,14.4,31,333,13.5,8.8,8.7,10323,6.9637,106.412
4ºÅ¾®,201308,S2F2-S2F2,14.4,30.2,360,14,9.8,9.7,11110,8.0747,107.523
4ºÅ¾®,201309,S2F2-S2F2,14.4,30,378,14,9.4,9.3,11336,9.2083,108.6566
4ºÅ¾®,201310,S2F2-S2F2,14.4,30.14,341,13.3,13.3,13.2,10420,10.2503,109.6986
4ºÅ¾®,201311,S2F2-S2F2,14.4,29.16,356,13.1,10,9.9,10556,11.3059,110.7542
4ºÅ¾®,201312,S2F2-S2F2,14.4,30.2,407,13.1,8.5,8.4,12549,12.5608,112.0091
4ºÅ¾®,201401,S2F2-S2F2,14.4,30.13,375,13.2,8.7,8.6,11439,1.1439,113.153
4ºÅ¾®,201402,S2F2-S2F2,14.4,28,384,13.4,9.2,9.1,10743,2.2182,114.2273
4ºÅ¾®,201403,S2F2-S2F2,14.4,31,361,13.5,9.4,9.3,11194,3.3376,115.3467
4ºÅ¾®,201404,S2F2-S2F2,14.4,29.04,366,13.7,9.4,9.3,10679,4.4055,116.4146
4ºÅ¾®,201405,S2F2-S2F2,14.4,31,380,13.6,9.4,9.3,11793,5.5848,117.5939
4ºÅ¾®,201406,S2F2-S2F2,14.4,30,390,13.9,9.7,9.6,11689,6.7537,118.7628
4ºÅ¾®,201407,S2F2-S2F2,14.4,30.14,389,14,10.2,10.1,11899,7.9436,119.9527
4ºÅ¾®,201408,S2F2-S2F2,14.4,30.07,374,13.8,10.4,10.3,11341,9.0777,121.0868
4ºÅ¾®,201409,S2F2-S2F2,14.4,29.19,390,14,10.5,10.4,11626,10.2403,122.2494
4ºÅ¾®,201410,S2F2-S2F2,14.4,31,386,14.1,10.5,10.4,11980,11.4383,123.4474
4ºÅ¾®,201411,S2F2-S2F2,14.4,29.05,433,13.1,10.3,10.2,12642,12.7025,124.7116
4ºÅ¾®,201412,S2F2-S2F2,14.4,31,368,13.1,10.2,10.1,11400,13.8425,125.8516
4ºÅ¾®,201501,S2F2-S2F2,14.4,31,376,13.4,10.2,10.1,11659,1.1659,127.0175
4ºÅ¾®,201502,S2F2-S2F2,14.4,28,382,13.3,10,9.9,10699,2.2358,128.0874
4ºÅ¾®,201503,S2F2-S2F2,14.4,30.14,382,13.3,9.8,9.7,11671,3.4029,129.2545
4ºÅ¾®,201504,S2F2-S2F2,14.4,30,308,13.2,8.3,8.2,9232,4.3261,130.1777
4ºÅ¾®,201505,S2F2-S2F2,14.4,3,281,13.1,8.3,8.2,842,4.4103,130.2619
4ºÅ¾®,201506,S2F2-S2F2,14.4,19.04,339,13.5,11.5,11.4,6488,5.0591,130.9107
4ºÅ¾®,201507,S2F2-S2F2,14.4,31,418,13.2,11.2,11.1,12959,6.355,132.2066
4ºÅ¾®,201508,S2F2-S2F2,14.4,30.22,394,13.4,10.3,10.2,12188,7.5738,133.4254
4ºÅ¾®,201509,S2F2-S2F2,14.4,29.18,391,13.2,10.9,10.8,11627,8.7365,134.5881
4ºÅ¾®,201510,S2F2-S2F2,14.4,30.23,404,13.5,10.8,10.7,12521,9.9886,135.8402
4ºÅ¾®,201511,S2F2-S2F2,14.4,29.06,424,13.2,10.1,10,12391,11.2277,137.0793
4ºÅ¾®,201512,S2F2-S2F2,14.4,30.16,421,12.6,8.7,8.6,12917,12.5194,138.371
4ºÅ¾®,201601,S2F2-S2F2,14.4,30.14,339,12.8,8.3,8.2,10382,1.0382,139.4092
4ºÅ¾®,201602,S2F2-S2F2,14.4,29,351,12.7,12.7,12.6,10165,2.0547,140.4257
4ºÅ¾®,201603,S2F2-S2F2,14.4,30.02,324,13.1,8.9,8.8,9746,3.0293,141.4003
4ºÅ¾®,201604,S2F2-S2F2,14.4,29.06,345,13.3,13.3,13.2,10104,4.0397,142.4107
4ºÅ¾®,201605,S2F2-S2F2,14.4,31,443,12.6,12.6,12.5,13718,5.4115,143.7825
4ºÅ¾®,201606,S2F2-S2F2,14.4,29.22,439,13.1,13.1,13,13148,6.7263,145.0973
4ºÅ¾®,201607,S2F2-S2F2,14.4,30.19,492,13.2,9.7,9.6,15150,8.2413,146.6123
4ºÅ¾®,201608,S2F2-S2F2,14.4,31,448,13.3,12.4,12.3,13894,9.6307,148.0017
4ºÅ¾®,201609,S2F2-S2F2,14.4,30,479,13.4,13.4,13.3,14380,11.0687,149.4397
4ºÅ¾®,201610,S2F2-S2F2,14.4,30.01,374,13.6,10.2,10.1,11236,12.1923,150.5633
4ºÅ¾®,201611,S2F2-S2F2,14.4,30,403,13.4,11.2,11.1,12096,13.4019,151.7729
4ºÅ¾®,201612,S2F2-S2F2,14.4,31,337,13.2,8.9,8.8,10448,14.4467,152.8177
4ºÅ¾®,201701,S2F2-S2F2,14.4,30.2,288,13.5,8,7.9,8875,0.8875,153.7052
4ºÅ¾®,201702,S2F2-S2F2,14.4,27.19,372,13.4,10.1,10,10338,1.9213,154.739
4ºÅ¾®,201703,S2F2-S2F2,14.4,30.14,419,13.5,10.1,10,12804,3.2017,156.0194
4ºÅ¾®,201704,S2F2-S2F2,14.4,29.15,399,13,9.3,9.2,11828,4.3845,157.2022
4ºÅ¾®,201705,S2F2-S2F2,14.4,29.23,339,12.9,9.3,9.2,10143,5.3988,158.2165
4ºÅ¾®,201706,S2F2-S2F2,14.4,29.15,341,13,8.6,8.5,10109,6.4097,159.2274
4ºÅ¾®,201707,S2F2-S2F2,14.4,14.18,310,13.4,8.8,8.7,4574,6.8671,159.6848
4ºÅ¾®,201708,S2F2-S2F2,14.4,27.19,321,13.2,9.8,9.7,8920,7.7591,160.5768
4ºÅ¾®,201709,S2F2-S2F2,14.4,29.18,255,13.6,8.1,7.1,7589,8.518,161.3357
4ºÅ¾®,201710,S2F2-S2F2,14.4,30.12,219,13.1,9.5,8.5,6668,9.1848,162.0025
4ºÅ¾®,201711,S2F2-S2F2,14.4,29.21,227,13.1,8.1,7.1,6775,9.8623,162.68
4ºÅ¾®,201712,S2F2-S2F2,14.4,30.13,252,13,8.5,7.5,7706,10.6329,163.4506
4ºÅ¾®,201801,S2F2-S2F2,14.4,30.2,235,12.7,8.1,7.1,7256,0.7256,164.1762
4ºÅ¾®,201802,S2F2-S2F2,14.4,27.19,250,13,7.7,6.7,6953,1.4209,164.8715
4ºÅ¾®,201803,S2F2-S2F2,14.4,31,289,12.8,9,8,8964,2.3173,165.7679
4ºÅ¾®,201804,S2F2-S2F2,14.4,30,342,13.6,10,9,10252,3.3425,166.7931
4ºÅ¾®,201805,S2F2-S2F2,14.4,30.19,432,13.6,10.6,9.6,13304,4.6729,168.1235
4ºÅ¾®,201806,S2F2-S2F2,14.4,29.13,342,13.6,10.2,9.2,10098,5.6827,169.1333
4ºÅ¾®,201807,S2F2-S2F2,14.4,30.07,355,13.5,10.3,9.3,10748,6.7575,170.2081
4ºÅ¾®,201808,S2F2-S2F2,14.4,30,350,13.6,10,9,10511,7.8086,171.2592
4ºÅ¾®,201809,S2F2-S2F2,14.4,29.21,341,13.4,10.8,9.8,10199,8.8285,172.2791
4ºÅ¾®,201810,S2F2-S2F2,14.4,30.19,431,13.2,12.5,11.5,13284,10.1569,173.6075
4ºÅ¾®,201811,S2F2-S2F2,14.4,29.12,371,12.5,10.6,9.6,10941,11.251,174.7016
4ºÅ¾®,201812,S2F2-S2F2,14.4,30.18,337,13.7,10.4,9.4,10353,12.2863,175.7369
4ºÅ¾®,201901,S2F2-S2F2,14.4,18.05,347,13.7,10.4,9.4,6320,0.632,176.3689
4ºÅ¾®,201902,S2F2-S2F2,14.4,1.22,349,13.4,10.3,9.3,668,0.6988,176.4357
4ºÅ¾®,201903,S2F2-S2F2,14.4,31,337,13.6,10.3,9.3,10438,1.7426,177.4795
4ºÅ¾®,201904,S2F2-S2F2,14.4,30,336,13.2,9.5,8.5,10091,2.7517,178.4886
4ºÅ¾®,201905,S2F2-S2F2,14.4,30.08,307,13.5,10,9,9309,3.6826,179.4195
4ºÅ¾®,201906,S2F2-S2F2,14.4,30,310,13.7,9.9,8.9,9311,4.6137,180.3506
4ºÅ¾®,201907,S2F2-S2F2,14.4,30.21,320,13.6,9.6,8.6,9887,5.6024,181.3393
4ºÅ¾®,201908,S2F2-S2F2,14.4,30.14,328,13.4,9.8,8.8,10024,6.6048,182.3417
4ºÅ¾®,201909,S2F2-S2F2,14.4,30,341,13.5,10,9,10223,7.6271,183.364
4ºÅ¾®,201910,S2F2-S2F2,14.4,31,334,13.4,9.8,8.8,10357,8.6628,184.3997
4ºÅ¾®,201911,S2F2-S2F2,14.4,29.23,310,13.4,10.2,9.2,9281,9.5909,185.3278
4ºÅ¾®,201912,S2F2-S2F2,14.4,30.21,348,13,9.8,8.8,10733,10.6642,186.4011
4ºÅ¾®,202001,S2F2-S2F2,14.4,31,343,13.5,10.1,9.1,10634,1.0634,187.4645
4ºÅ¾®,202002,S2F2-S2F2,14.4,29,321,13.5,8.7,7.7,9321,1.9955,188.3966
4ºÅ¾®,202003,S2F2-S2F2,14.4,31,324,14,9.1,8.1,10045,3,189.4011
4ºÅ¾®,202004,S2F2-S2F2,14.4,30,325,13.9,9.4,8.4,9763,3.9763,190.3774
4ºÅ¾®,202005,S2F2-S2F2,14.4,30.22,288,14.1,9.3,8.3,8919,4.8682,191.2693
4ºÅ¾®,202006,S2F2-S2F2,14.4,29.22,333,14,9.8,9.8,9966,5.8648,192.2659
4ºÅ¾®,202007,S2F2-S2F2,14.4,30.23,323,13,8.9,8.9,10010,6.8658,193.2669
4ºÅ¾®,202008,S2F2-S2F2,14.4,30.22,228,13.7,9,9,7041,7.5699,193.971
4ºÅ¾®,202009,S2F2-S2F2,14.4,29.09,230,13.5,9.5,9.5,6742,8.2441,194.6452
4ºÅ¾®,202010,S2F2-S2F2,14.4,30.2,229,13.3,8.5,5.5,7061,8.9502,195.3513
4ºÅ¾®,202011,S2F2-S2F2,14.4,30,275,13.4,8.7,5.7,8259,9.7761,196.1772
4ºÅ¾®,202012,S2F2-S2F2,14.4,30.19,285,13.1,8.5,5.5,8775,10.6536,197.0547
4ºÅ¾®,202101,S2F2-S2F2,14.4,30.22,286,13.4,9.4,6.4,8832,0.8832,197.9379
4ºÅ¾®,202102,S2F2-S2F2,14.4,28,323,13.2,10.2,7.2,9036,1.7868,198.8415
4ºÅ¾®,202103,S2F2-S2F2,14.4,30.17,293,13.5,10.2,7.2,8990,2.6858,199.7405
4ºÅ¾®,202104,S2F2-S2F2,14.4,29.21,326,13.3,8.5,5.5,9748,3.6606,200.7153
4ºÅ¾®,202105,S2F2-S2F2,14.4,31,330,13.5,9.9,6.9,10235,4.6841,201.7388
4ºÅ¾®,202106,S2F2-S2F2,14.4,29.22,388,14,10,6.7,11619,5.846,202.9007
4ºÅ¾®,202107,S2F2-S2F2,14.4,19.18,403,14.2,12.2,8.9,7956,6.6416,203.6963
4ºÅ¾®,202108,S2F2-S2F2,14.4,30,406,13.8,8.2,5.2,12184,7.86,204.9147
4ºÅ¾®,202109,S2F2-S2F2,14.4,30,401,13.8,9.4,6.1,12016,9.0616,206.1163
4ºÅ¾®,202110,S2F2-S2F2,14.4,31,381,13.9,9.5,6.2,11819,10.2435,207.2982
4ºÅ¾®,202111,S2F2-S2F2,14.4,30,465,13.3,11.2,7.7,13958,11.6393,208.694
4ºÅ¾®,202112,S2F2-S2F2,14.4,30.18,452,13.2,10.2,6.7,13897,13.029,210.0837
7ºÅ¾®,200110,S2F2S2F-S2F2,13.5,27.13,82,11.5,6.1,6.5,2271,0.2271,0.2271
7ºÅ¾®,200111,S2F2S2F-S2F2,13.5,29.21,72,11.7,4.8,4.8,2140,0.4411,0.4411
7ºÅ¾®,200112,S2F2S2F-S2F2,13.5,30.22,105,12.2,3.6,4,3250,0.7661,0.7661
7ºÅ¾®,200201,S2F2S2F-S2F2,13.5,30.22,131,11.6,4.9,5.3,4044,0.4044,1.1705
7ºÅ¾®,200202,S2F2S2F-S2F2,13.5,28,101,12.1,5.8,6.2,2828,0.6872,1.4533
7ºÅ¾®,200203,S2F2S2F-S2F2,13.5,30.16,51,11.5,4.8,5.2,1568,0.844,1.6101
7ºÅ¾®,200204,S2F2S2F-S2F2,13.5,30,51,11.2,4.8,5.2,1542,0.9982,1.7643
7ºÅ¾®,200205,S2F2S2F-S2F2,13.5,30.23,50,11.5,5.6,5.6,1548,1.153,1.9191
7ºÅ¾®,200206,S2F2S2F-S2F3,27.7,27.23,122,10.7,4.8,6.1,3419,1.4949,2.261
7ºÅ¾®,200207,S2F2S2F-S2F3,27.7,29.22,98,11,5.2,6.4,2937,1.7886,2.5547
