井号,测点深度,井斜角,方位角
47号井,816.86,1.64,3.21
47号井,845.57,1.35,14.37
47号井,874.34,1.36,19.71
47号井,903.17,1.09,67.85
47号井,932.01,0.81,83.86
47号井,960.74,0.52,103.61
47号井,989.63,0.39,121.34
47号井,1018.46,0.17,251.16
47号井,1047.29,0.47,311.19
47号井,1076.06,0.78,335.15
47号井,1104.92,0.97,354.29
47号井,1133.72,1.03,8.58
47号井,1162.43,1.05,19.58
47号井,1191.2,0.99,38.7
47号井,1220.03,0.87,18.96
47号井,1248.92,0.72,90.94
47号井,1277.78,0.42,324.11
47号井,1306.64,0.5,320.2
47号井,1335.47,0.74,359.52
47号井,1364.18,1.28,282.65
47号井,1392.95,1.37,282.55
47号井,1421.75,0.99,278.21
47号井,1450.49,0.74,293.31
47号井,1479.26,0.63,342.86
47号井,1507.97,0.61,21.67
47号井,1536.8,0.36,59.46
47号井,1565.48,0.09,134.81
47号井,1594.22,0.5,250.29
47号井,1622.93,0.67,259.24
47号井,1651.76,0.93,271.93
47号井,1680.47,1.12,274.62
47号井,1709.24,1.13,287.04
47号井,1737.98,1.24,293.45
47号井,1766.81,0.99,304.05
47号井,1795.58,0.7,318.09
47号井,1824.29,0.54,326.71
47号井,1853.15,0.43,354.46
47号井,1881.95,0.32,13.24
47号井,1910.72,0.1,264.26
47号井,1939.55,0.36,259.87
47号井,1968.29,0.57,268.34
47号井,1997.12,0.63,274.9
47号井,2025.83,0.73,286.57
47号井,2054.5,0.67,294.74
47号井,2082.93,0.7,286.59
47号井,2089.6,0.7,280.47
47号井,2118.2,0.7,278.7
47号井,2142.48,1.41,107.08
47号井,2151.52,4.22,122.49
47号井,2170.73,9.14,121.59
47号井,2189.91,14.81,125.69
47号井,2209.09,20.39,134.09
47号井,2237.85,27.41,136.89
47号井,2266.43,28.13,138.29
47号井,2295.12,28.83,138.29
47号井,2323.6,30.9,138.29
47号井,2352.25,30.8,138.39
47号井,2380.9,30.4,138.69
47号井,2409.35,30.4,141.09
47号井,2437.9,30.1,139.29
47号井,2448.5,29.5,139.29
47号井,2476.95,29.5,143.59
47号井,2505.65,30.2,144.99
47号井,2534.59,30.23,144.99
47号井,2563.39,30.93,144.29
47号井,2592.29,31.6,143.59
47号井,2621.17,30.9,143.59
47号井,2649.88,30.91,143.59
47号井,2678.58,30.93,144.29
47号井,2707.48,30.93,144.99
47号井,2720,30.9,146.39
47号井,2735,30.91,146.39
48号井,226.43,1.42,270.48
48号井,255.31,1.28,273.56
48号井,283.98,1.28,237.4
48号井,312.73,1.19,224.34
48号井,341.64,1.41,211.82
48号井,370.29,1.27,211.63
48号井,398.85,1.64,212.93
48号井,427.67,1.76,222.25
48号井,456.34,1.87,226.37
48号井,485.07,1.53,239.45
48号井,513.64,0.91,251.05
48号井,542.35,0.69,244.02
48号井,570.91,0.5,229.69
48号井,599.8,0.49,195.97
48号井,628.58,0.65,176.64
48号井,657.35,0.48,179.67
48号井,685.94,0.82,213.6
48号井,714.47,0.91,224.92
48号井,743.03,1.13,231.09
48号井,771.69,1.22,239.34
48号井,800.23,1.21,251.65
48号井,829,1.22,262.58
48号井,857.53,0.95,271.53
48号井,886.07,0.61,290.57
48号井,914.82,0.34,327.41
48号井,943.38,0.3,8.7
48号井,972.29,0.21,57.87
48号井,1000.93,0.62,206.87
48号井,1029.57,0.61,240.63
48号井,1058.33,0.72,345.95
48号井,1087.21,0.63,356.84
48号井,1115.87,0.24,165.17
48号井,1144.43,0.38,200.81
48号井,1173.09,0.8,300.3
48号井,1201.97,0.71,331.61
48号井,1230.53,0.58,315.9
48号井,1259.18,0.3,258.63
48号井,1287.95,1.32,250.18
48号井,1316.73,1.2,298.97
48号井,1345.42,0.5,311.78
48号井,1374.09,0.5,269.64
48号井,1402.89,0.74,251.17
48号井,1431.58,1.13,245.72
48号井,1460.35,1.59,290.29
48号井,1489.11,0.69,289.82
48号井,1517.85,0.62,284.34
48号井,1546.5,0.84,217.34
48号井,1574.47,0.96,224.66
48号井,1603.5,0.8,275.84
48号井,1623.89,0.12,166.78
48号井,1652.63,0.45,196.52
48号井,1681.28,0.58,311.04
48号井,1710.01,0.6,208.68
48号井,1738.85,0.71,249.84
48号井,1767.62,0.36,232.63
48号井,1796.28,0.58,226.04
48号井,1824.97,0.54,235.53
48号井,1852.78,0.5,244.35
48号井,1882.52,0.32,240.16
48号井,1905.25,0.69,271.39
48号井,1933.93,2.19,238.91
48号井,1962.65,9.3,225.7
48号井,1991.49,14.62,218.83
48号井,2003.56,14.98,214.69
48号井,2013.08,14.84,213.59
48号井,2022.58,14.19,213.19
48号井,2042.45,13.76,211.19
48号井,2051.98,12.6,210.49
48号井,2060.25,11.85,208.49
48号井,2088.81,12.69,205.49
48号井,2126.93,13.7,200.19
48号井,2138.55,12.97,197.49
48号井,2147.68,12.12,187.89
48号井,2157.19,12.12,173.09
48号井,2164.34,12.15,161.09
48号井,2179.75,12.8,164.15
48号井,2208.41,12.81,164.02
48号井,2237.11,12.32,164.18
48号井,2265.87,12.3,163.51
48号井,2294.61,12.14,163.67
48号井,2323.44,11.79,162.69
48号井,2352.17,11.42,163.14
48号井,2380.96,10.97,163.78
48号井,2409.76,10.47,164.74
48号井,2438.59,9.83,167.68
48号井,2467.37,9.3,167.51
48号井,2496.22,8.91,167.06
48号井,2525.06,8.38,166.82
48号井,2553.01,8.8,165.9
48号井,2582.69,8.46,167.09
48号井,2591,8.4,167.1
49号井,0,0,0
49号井,255.27,0.52,138.19
49号井,283.82,0.6,305.19
49号井,312.23,0.85,12.19
49号井,340.67,0.85,81.19
49号井,369.24,0.75,110.19
49号井,397.19,0.71,127.19
49号井,425.95,0.51,150.19
49号井,454.36,0.31,176.19
49号井,482.87,0.34,6.19
49号井,511.32,0.5,28.19
49号井,539.86,0.61,24.19
49号井,568.04,0.66,49.19
49号井,596.52,0.57,73.19
49号井,624.9,0.43,130.19
49号井,653.44,0.48,136.19
49号井,681.92,0.58,92.19
49号井,710.46,0.72,113.19
49号井,738.56,0.49,137.19
49号井,766.93,0.54,161.19
49号井,795.35,0.28,187.19
49号井,823.85,0.07,124.19
49号井,852.36,0.12,101.19
49号井,880.83,0.17,9.19
49号井,909.22,0.4,33.19
49号井,937.66,0.48,20.19
49号井,966.19,0.57,23.19
49号井,994.65,0.61,30.19
49号井,1023.04,0.49,45.19
49号井,1051.64,0.64,27.19
49号井,1079.98,0.71,43.19
49号井,1108.39,0.22,48.19
49号井,1136.52,0.13,76.19
49号井,1164.99,0.65,359.19
49号井,1193.44,0.73,229.19
49号井,1221.6,0.4,297.19
49号井,1250.12,0.69,285.19
49号井,1278.64,1.03,295.19
49号井,1307.12,1.18,312.19
49号井,1335.53,1.6,325.19
49号井,1363.96,0.74,321.19
49号井,1392.35,1.98,314.19
49号井,1420.61,2.11,322.19
49号井,1448.91,1.72,344.19
49号井,1477.31,1.96,343.19
49号井,1505.84,2.74,334.19
49号井,1534.3,2.69,337.19
49号井,1562.83,1.58,339.19
49号井,1591.46,1.57,341.19
49号井,1619.97,0.96,308.19
49号井,1648.51,1.18,321.19
49号井,1680.34,0.47,33.12
49号井,1712,1,67.19
49号井,1740.35,0.5,110.19
49号井,1768.98,0.8,112.19
49号井,1797.45,1.2,78.19
49号井,1826.01,1.43,153.19
49号井,1854.34,0.87,176.19
49号井,1883.04,0.97,197.19
49号井,1911.56,1,200.19
49号井,1940,0.84,205.19
49号井,1968.78,4.09,188.19
49号井,1997.12,10.02,195.19
49号井,2025.67,15.71,187.19
49号井,2054.23,20.98,188.19
49号井,2085,26,185.19
49号井,2133.23,23.87,185
49号井,2181.78,23.02,185.19
49号井,2210.34,22.76,186.19
49号井,2238.98,22.56,186.19
49号井,2269.23,22.28,187
49号井,2300.07,22.02,185.12
49号井,2328.45,21.88,186.19
49号井,2357,21.23,185.19
49号井,2375.56,20.83,186.19
49号井,2404.03,20.89,187.19
49号井,2432.56,21.23,187.19
49号井,2471.98,21.43,187.19
49号井,2500.67,21.87,187.19
49号井,2529.13,21.97,187.19
49号井,2557.67,22.18,187.12
49号井,2586.02,22.45,185.19
49号井,2614.34,22.36,185.19
49号井,2634,22.4,186.19
49号井,2642.78,22.43,187
49号井,2658.33,22.43,187.19
49号井,2671.34,22.22,187.19
49号井,2700,22.56,186.19
49号井,2723.23,22.53,187.19
49号井,2751.89,22.4,189.19
49号井,2780.56,22.53,187.19
49号井,2809.78,22.67,187.19
49号井,2838.09,22.67,187.19
49号井,2866.57,22.56,187.19
49号井,2895,22.53,187
50号井,202.74,0.63,124.68
50号井,231.24,0.62,122.45
50号井,259.83,0.65,122.03
50号井,288.43,0.62,111.53
50号井,316.97,0.65,109.66
50号井,345.51,0.56,196.98
50号井,374.13,0.8,141.76
50号井,402.65,0.91,161.54
50号井,431.32,1.16,174.9
50号井,459.79,1.27,182
50号井,488.29,1.36,187.33
50号井,516.95,1.28,191.69
50号井,545.33,1.23,193.05
50号井,573.84,1.19,198.63
50号井,602.33,1.09,196.28
50号井,630.87,0.96,193.39
50号井,659.4,0.78,196.6
50号井,687.97,0.5,179.07
50号井,716.52,0.11,190.94
50号井,745.18,0.5,130.99
50号井,773.86,0.94,158.25
50号井,802.32,0.45,132.45
50号井,830.82,0.49,107.96
50号井,859.37,0.56,112.89
50号井,888.11,0.79,154.3
50号井,916.58,0.82,163.17
50号井,945.14,0.64,168.24
50号井,973.66,0.35,112.57
50号井,1002.33,0.22,89.64
50号井,1030.81,0.26,112.83
50号井,1059.35,0.22,83.79
50号井,1087.94,0.18,349.44
50号井,1116.65,0.13,141.66
50号井,1145.18,0.71,228.68
50号井,1173.79,0.7,233.39
50号井,1202.37,0.7,235.21
50号井,1230.76,0.92,227.47
50号井,1259.5,1,228.38
50号井,1287.98,1.28,226.95
50号井,1316.56,1.26,237.87
50号井,1345.23,1.09,248.04
50号井,1373.79,1,249.05
50号井,1402.18,0.85,225.52
50号井,1430.8,0.99,225.41
50号井,1459.33,1.08,226.21
50号井,1488.01,1.12,225.15
50号井,1516.48,1.19,222.53
50号井,1545,1.32,225.88
50号井,1573.64,1.3,229.04
50号井,1595,1.27,231.74
50号井,1614.5,3.05,262.45
50号井,1624.12,5.34,278.18
50号井,1642.89,7.73,269.89
50号井,1661.9,6.27,254.45
50号井,1681.1,4.18,295.08
50号井,1700,6.4,334.64
50号井,1709.5,7.94,348.18
50号井,1719.05,8.92,335.7
50号井,1728.55,7.86,321.66
50号井,1751.51,7.51,294.33
50号井,1780.13,8.44,296.85
50号井,1808.64,10.2,299.05
50号井,1837.43,11.93,301.26
50号井,1865.65,13.8,302.95
50号井,1894.2,15.3,304.38
50号井,1922.68,16.76,307.01
50号井,1951.18,18.8,305.59
50号井,1979.65,20.57,306.8
50号井,2008.21,22.68,306.88
50号井,2027.24,23.76,307.1
50号井,2046.25,24.77,307.37
50号井,2074.67,27.7,308.26
50号井,2093.9,28,308.96
50号井,2122.58,27.75,309.41
50号井,2151.14,28.21,309.88
50号井,2179.65,28.31,310.28
50号井,2208.19,28.23,310.52
50号井,2236.52,28.4,310.42
50号井,2265.22,28.93,309.79
50号井,2293.7,29.31,310.2
50号井,2322.29,29.15,310.88
50号井,2350.88,29.15,312.52
50号井,2379.53,29.45,309.84
50号井,2408,29.96,311.45
50号井,2436.62,29.95,311.38
50号井,2465.27,29.91,310.42
50号井,2493.9,30.1,311.26
50号井,2522.48,29.72,308.91
50号井,2551.14,30.32,308.66
50号井,2579.76,30.14,310.83
50号井,2608.41,30.09,311.2
50号井,2636.98,30.07,311.24
50号井,2665.54,30.21,311.18
50号井,2694.2,30.24,311.08
50号井,2722.92,30.26,310.62
50号井,2751.54,30.61,311.1
50号井,2780.19,30.73,311.23
50号井,2808.77,30.89,311.61
50号井,2829.4,30.92,311.44
50号井,2836,30.92,311.44
51号井,375.63,0.3,216.4
51号井,404.41,0.11,262.92
51号井,433.03,0.11,273.37
51号井,461.68,0.12,309.52
51号井,490.13,0.16,281.04
51号井,518.79,0.28,344.28
51号井,547.01,0.35,17.11
51号井,575.63,0.39,30.11
51号井,604.31,0.41,31.81
51号井,633.09,0.38,42.74
51号井,662.02,0.51,55.29
51号井,690.72,0.45,44.89
51号井,719.39,0.3,70.81
51号井,748.11,0.31,79.7
51号井,777.04,0.31,84.24
51号井,805.45,0.34,108.74
51号井,834.35,0.29,103.43
51号井,863.02,0.42,93.63
51号井,891.57,0.46,100.28
51号井,920.35,0.47,68.2
51号井,948.85,0.56,61.56
51号井,977.39,0.57,22.01
51号井,1006.06,0.69,18.42
51号井,1034.54,0.74,17.64
51号井,1063.22,0.65,15.67
51号井,1091.83,0.69,18.7
51号井,1120.45,0.61,26.51
51号井,1149.02,0.43,30.76
51号井,1177.76,0.4,31.98
51号井,1206.63,0.43,8.78
51号井,1235.42,0.55,350.89
51号井,1264.29,0.71,325.21
51号井,1293.1,0.75,327.09
51号井,1321.77,0.76,335.77
51号井,1350.56,0.88,357.52
51号井,1379.62,1.13,15.77
51号井,1408.66,1.05,33.72
51号井,1437.04,1.01,53.44
51号井,1465.84,1.11,59.14
51号井,1494.42,1.08,75.75
51号井,1523.1,0.88,101.31
51号井,1551.19,0.88,120.03
51号井,1579.89,1.18,131.64
51号井,1608.55,1.1,144.06
51号井,1637.03,1.08,138.31
51号井,1665.68,1.64,124.82
51号井,1694.17,1.42,112.65
51号井,1723.11,1.2,105.5
51号井,1751.38,1.01,126.49
51号井,1779.52,0.82,147.39
51号井,1791.32,0.75,155.39
51号井,1819.77,2.99,107.79
51号井,1848.03,6.15,98.69
51号井,1876.84,8.75,95.99
51号井,1905.61,9.58,93.79
51号井,1934.09,11.03,94.09
51号井,1962.73,14.51,92.19
51号井,1991.11,18.37,96.69
51号井,2019.67,22.01,101.49
51号井,2048.37,25.02,100.49
51号井,2076.8,27.03,97.89
51号井,2105.49,27.17,95.29
51号井,2134.27,28.13,95.09
51号井,2162.5,28.27,93.49
51号井,2191.16,30.01,92.99
51号井,2219.69,30.16,92.89
51号井,2248.34,30.19,92.19
51号井,2277.26,30.71,90.99
51号井,2306.15,30.75,90.31
51号井,2334.83,30.61,89.49
51号井,2363.44,30.46,88.99
51号井,2392.01,31.29,88.59
51号井,2420.65,32.19,87.29
51号井,2449.43,33.16,85.59
51号井,2477.73,34.31,85.69
51号井,2506.4,35.29,84.49
51号井,2536.31,34.2,85.49
51号井,2564.96,32.56,86.49
51号井,2593.53,28.08,86.89
51号井,2621.96,23.55,87.99
51号井,2650.57,21.45,88.89
51号井,2679.53,20.79,89.39
51号井,2708.23,18.59,90.99
51号井,2727.36,17,91.5
51号井,2734,17,91.5
52号井,375.77,0.48,147.62
52号井,404.4,1.31,136.76
52号井,432.68,0.49,161.74
52号井,461.6,0.68,166.68
52号井,490.05,0.56,159.59
52号井,518.71,0.78,163.76
52号井,546.93,0.72,192.42
52号井,575.68,0.65,184.58
52号井,604.66,0.68,208.99
52号井,633.46,0.5,222.38
52号井,662.2,0.47,230.35
52号井,690.91,0.31,241.4
52号井,719.62,0.29,246.77
52号井,748.55,0.24,257.66
52号井,777.14,0.11,248.7
52号井,805.63,0.04,221.34
52号井,834.27,0.19,60.76
52号井,863.09,0.38,73.38
52号井,891.83,0.48,73.42
52号井,920.43,0.46,61.41
52号井,949.33,0.46,75.53
52号井,977.7,0.47,81.77
52号井,1006.19,0.5,92.89
52号井,1034.93,0.45,114.53
52号井,1063.6,0.51,113.94
52号井,1092.28,0.54,103.54
52号井,1121.03,0.56,111.59
52号井,1149.64,0.53,108.83
52号井,1178.28,0.49,81.5
52号井,1206.89,0.48,48.32
52号井,1235.63,0.61,53.04
52号井,1264.45,0.74,51.21
52号井,1292.88,0.66,46.92
52号井,1321.38,0.67,61.11
52号井,1350.38,0.93,79.46
52号井,1379.09,1.14,86.79
52号井,1407.65,1.18,88.74
52号井,1436.39,1.42,86.57
52号井,1465.05,1.45,80.68
52号井,1494.03,1.18,96.03
52号井,1522.7,1.06,106.75
52号井,1551.69,0.95,104.26
52号井,1579.95,1.05,112.9
52号井,1608.59,1,104.16
52号井,1637.22,1.03,83.15
52号井,1665.91,0.87,94.17
52号井,1694.6,0.62,114.64
52号井,1723.34,0.37,170.64
52号井,1751.77,0.77,198.47
52号井,1780.6,1.15,191.12
52号井,1809.38,1.15,200.88
52号井,1838.14,1.22,198.42
52号井,1866.69,1.15,200.49
52号井,1895.33,0.88,193.79
52号井,1924.18,0.94,193.8
52号井,1952.65,0.92,196.15
52号井,1981.1,0.67,182.14
52号井,2009.66,0.9,197.94
52号井,2038.29,0.9,216.66
52号井,2067.09,0.95,230.16
52号井,2095.95,0.93,224.96
52号井,2124.66,0.97,237.8
52号井,2153.5,0.89,245.12
52号井,2182.6,0.81,252.51
52号井,2191.47,0.79,254.76
52号井,2220.07,0.62,266.19
52号井,2248.48,2.37,100.78
52号井,2276.98,5.1,105.35
52号井,2305.81,8.17,94.98
52号井,2334.44,12.66,91.46
52号井,2363.23,16.52,91.64
52号井,2392.1,18.81,91.46
52号井,2420.73,24.08,93.75
52号井,2449.45,24.96,94.27
52号井,2478.1,25.75,93.57
52号井,2506.8,25.93,93.22
52号井,2535.54,26.37,92.52
52号井,2564.8,26.02,93.92
52号井,2593.33,24.96,94.8
52号井,2622.25,22.94,95.68
52号井,2641.25,21.97,97.09
52号井,2651,21.3,97.8
52号井,2658,21.3,97.8
53号井,377.39,0.16,211.67
53号井,405.83,0.61,4.52
53号井,434.6,1.83,75.69
53号井,463.44,1.66,84.09
53号井,492.26,0.92,81.87
53号井,521.23,1.04,69.37
53号井,549.85,1,81.18
53号井,578.54,1.07,64.1
53号井,607.18,1.42,82.3
53号井,635.68,1.64,87.4
53号井,664.41,1.02,96.25
53号井,693.13,0.96,98.86
53号井,721.89,0.74,77.85
53号井,750.52,0.98,95.72
53号井,779.15,0.84,86.54
53号井,807.78,0.58,69.16
53号井,836.66,0.66,69.39
53号井,865.46,0.69,70.51
53号井,894.31,0.81,63.92
53号井,923.23,1.18,84.87
53号井,951.81,1.17,98.74
53号井,980.62,0.7,49.56
53号井,1009.21,0.79,40.87
53号井,1038.12,0.4,31.57
53号井,1066.65,0.25,40.7
53号井,1095.5,0.74,45.82
53号井,1124.42,0.68,52.69
53号井,1153.11,0.62,28.86
53号井,1182.25,0.68,32.94
53号井,1210.98,0.62,44.2
53号井,1239.66,0.61,60.46
53号井,1268.26,0.45,70.38
53号井,1296.74,0.31,74.4
53号井,1325.48,0.25,47.22
53号井,1354.17,0.39,330.7
53号井,1382.99,0.55,311.38
53号井,1411.66,0.75,289.65
53号井,1440.43,0.8,286.99
53号井,1469.38,0.73,291.69
53号井,1498.21,0.51,299.46
53号井,1526.75,0.29,332.43
53号井,1555.57,0.27,3.89
53号井,1584.16,0.34,352.6
53号井,1610.74,0.4,342.1
53号井,1639.66,2,113.8
53号井,1668.38,4.6,101.5
53号井,1696.99,6,53
53号井,1725.61,10.2,60.7
53号井,1754.25,14.5,72.6
53号井,1782.87,18.5,84.9
53号井,1811.48,22.6,84.6
53号井,1840.22,23.1,87.9
53号井,1869.02,23.6,89.7
53号井,1897.56,24.2,85.6
53号井,1926.26,25.5,81.5
53号井,1955.07,26.1,79.6
53号井,1984.03,26.4,77.9
53号井,2012.66,26.6,77.8
53号井,2041.42,27,78.1
53号井,2060.6,27.8,78.8
53号井,2088.79,28.7,78.8
53号井,2117.36,30.1,78.5
53号井,2137.84,30.1,77.08
53号井,2166.41,30,77.88
53号井,2195.2,29.8,78.98
53号井,2223.9,29.5,80.98
53号井,2233.64,30.01,80.58
53号井,2261.91,30.19,80.68
53号井,2290.46,29.75,82.58
53号井,2318.96,29.58,83.88
53号井,2347.47,29.84,82.48
53号井,2376,30.41,83.58
53号井,2404.5,29.09,81.48
53号井,2432.98,29.53,79.88
53号井,2461.53,29.53,79.08
53号井,2490.09,29.53,78.88
53号井,2518.83,29.88,78.18
53号井,2547.51,29.79,77.88
53号井,2576.12,30.23,77.48
53号井,2604.51,30.28,77.98
53号井,2633.16,31.38,75.68
53号井,2661.59,31.28,75.48
53号井,2690.16,31,75.58
53号井,2704,30.6,75.38
54号井,376.8,0.21,30.07
54号井,405.5,0.38,68.87
54号井,434.2,0.34,90.34
54号井,462.9,0.26,102.68
54号井,491.6,0.33,111.61
54号井,520.3,0.32,116.65
54号井,549,0.29,140.54
54号井,577.7,0.26,177.58
54号井,606.4,0.2,172.25
54号井,635.1,0.25,212.54
54号井,663.8,0.15,222.35
54号井,692.5,0.19,246.5
54号井,721.2,0.19,254.58
54号井,749.9,0.16,294.24
54号井,778.6,0.18,300.27
54号井,807.3,0.17,301.19
54号井,836,0.24,353.16
54号井,864.7,0.39,30.32
54号井,893.4,0.21,44.49
54号井,922.1,0.41,39.92
54号井,950.8,0.37,40.87
54号井,979.5,0.4,62.29
54号井,1008.2,0.38,61.95
54号井,1036.9,0.36,57.88
54号井,1065.6,0.33,65.77
54号井,1094.3,0.19,67.84
54号井,1123,0.27,75.43
54号井,1151.7,0.21,58.06
54号井,1180.4,0.23,56.09
54号井,1209.1,0.21,54.98
54号井,1237.8,0.24,27.91
54号井,1266.5,0.14,348.22
54号井,1295.2,0.35,321.6
54号井,1323.9,0.58,318.17
54号井,1352.6,1.21,319.16
54号井,1376.8,2.6,99.31
54号井,1405.9,6.9,95.81
54号井,1434.78,11.12,107.41
54号井,1463.83,15.8,104.91
54号井,1492.96,18.98,104.21
54号井,1522.12,18.9,103.31
54号井,1551.07,21.53,104.01
54号井,1579.85,23.86,104.01
54号井,1609.04,24.08,103.11
54号井,1638.07,24.13,102.91
54号井,1667.16,23.73,102.11
54号井,1696.25,23.2,101.21
54号井,1725.36,24.87,102.11
54号井,1754.1,24.52,100.81
54号井,1783.17,24.74,100.01
54号井,1812.12,24.57,99.71
54号井,1841.17,26.98,99.51
54号井,1870.15,26.41,98.11
54号井,1899.1,26.81,97.11
54号井,1928.06,26.81,96.61
54号井,1956.98,26.67,96.01
54号井,1985.76,27.2,102.71
54号井,2014.85,27.03,103.21
54号井,2043.99,27.11,102.11
54号井,2073.01,27.03,102.21
54号井,2102.08,27.07,101.71
54号井,2130.89,27.11,100.51
54号井,2159.78,27.33,99.71
54号井,2188.83,26.9,98.81
54号井,2217.89,26.89,101.01
54号井,2247.02,27.42,102.61
54号井,2276.04,27.95,101.61
54号井,2305.03,27.99,101.41
54号井,2334.14,27.95,100.91
54号井,2362.91,26.59,100.81
54号井,2391.66,26.46,100.31
54号井,2420.79,26,98.81
54号井,2449.79,24.52,99.91
54号井,2478.86,25.09,97.11
54号井,2507.82,28.78,96.91
54号井,2536.94,30.37,96.61
54号井,2565.79,26.81,95.31
54号井,2594.8,27.33,95.47
54号井,2623.89,28.43,94.11
54号井,2652.64,29.58,93.91
54号井,2681.83,26.02,95.21
54号井,2710.87,26.19,95.41
54号井,2739.65,27.8,95.21
54号井,2768.87,28.83,95.21
54号井,2797.89,30.6,95.41
54号井,2826.78,32.16,94.81
54号井,2855.82,31.59,94.61
54号井,2884.94,30,94.51
54号井,2915,29,94.71
